Code,Description,last_updated
1295738284,A & A MEDICAL SUPPLY COMPANY,09-06-2025
1215930490,FAMILY ORTHOPEDIC ASSOCIATES P L C,09-06-2025
1124021308,JULIA RACKLEY PERRY MEMORIAL HOSPITAL,09-06-2025
1760485940,FIRST RESPONSE MEDICAL CORP,09-06-2025
1588667760,CHEROKEE NATION,09-06-2025
1205839487,"INTERVENTIONAL REHABILITATION CENTER, LLC",09-06-2025
1700889979,"BIO-MED OF LOUISIANA, INC.",09-06-2025
1528061793,"HEART OF TEXAS FOOT CARE CENTER, P.A.",09-06-2025
1164425336,"BIOSCRIP PHARMACY(NY), INC",09-06-2025
1982607156,TRI-CITIES DIALYSIS LLC,09-06-2025
1225031495,"MONROE SURGICAL HOSPITAL, LLC",09-06-2025
1770586943,NEW WEST ORTHOPAEDIC & SPORTS REHABILITATION LLC,09-06-2025
1679576847,"LIFE CARE AT HOME OF TENNESSEE, INC.",09-06-2025
1114920386,PETER BECKER COMMUNITY,09-06-2025
1104829373,UPTOWN PHARMACY INCORPORATED,09-06-2025
1104829365,COMMUNITY AMBULANCE SERVICE,09-06-2025
1922001189,"BINSON'S HOSPITAL SUPPLIES, INC.",09-06-2025
1831192095,"DEBRA R. BOENDER, DPM, PHD, LLC",09-06-2025
1386647543,"COLORADO PROFESSIONAL MEDICAL, INC",09-06-2025
1821091083,WALTER KNOX MEMORIAL HOSPITAL,09-06-2025
1730182999,TURNARE LTD.,09-06-2025
1003819251,COUNTY OF NORTON,09-06-2025
1912900168,UPMC SOMERSET,09-06-2025
1730182981,"OVERLOOK VISITING NURSE ASSOCIATION, INC.",09-06-2025
1386647527,ORTHOPEDIC SURGERY CENTER OF OC LLC,09-06-2025
1912900150,WEST MEDICAL EQUIPMENT,09-06-2025
1821091067,ABACUS BUSINESS CORPORATION GROUP INC.,09-06-2025
1326041468,LIBERTY HEALTHCARE GROUP LLC,09-06-2025
1235132374,LAFAYETTE GENERAL MEDICAL CENTER INC HOME HEALTH,09-06-2025
1558364687,LONG TERM HEALTH CARE ASSOCIATES INC,09-06-2025
1194728220,DALLAS COUNTY HOSPITAL DISTRICT,09-06-2025
1548263676,GREINER FOOT CARE,09-06-2025
1629071758,BRIGHTON COMMUNITY HOSPITAL ASSOCIATION,09-06-2025
1699778720,"TRADITIONS HOSPICE OF PORTLAND, LLC",09-06-2025
1689677700,"DANIEL PISTONE, MD PA",09-06-2025
1306849427,"KARILED MEDICAL EQUIPMENT, CORP",09-06-2025
1588667604,TERRICK PROPERTIES INC,09-06-2025
1467455485,"AMERICAN AMBULANCE SERVICE, INC.",09-06-2025
1376546390,JAMESTOWN IMAGING MANAGEMENT LLC,09-06-2025
1003819020,DIANON SYSTEM INC,09-06-2025
1639172653,"MOMENTUM PHYSICAL REHABILITATION, LLC",09-06-2025
1942203955,LIFESCAN OF LOUISVILLE LLC,09-06-2025
1760485775,"OPEN MRI OF CINCINNATI, L.L.C.",09-06-2025
1679576680,"BURHOLME FIRST AID CORPS, INC.",09-06-2025
1841293859,ATLANTIC ORTHOPAEDIC GROUP PA,09-06-2025
1750384764,CITY OF PERRY,09-06-2025
1932102167,P.R. CLINICAL REFERENCE LABORATORY INC,09-06-2025
1750384988,"EAST SUBURBAN SPORTS MEDICINE CENTER, LTD.",09-06-2025
1922001155,ULTRAPEDICS LTD,09-06-2025
1831192061,LIFE SUPPLY CORP,09-06-2025
1740283977,REGIONAL MEDICAL CENTER AT LUBEC,09-06-2025
1912900143,E STREET ENDOSCOPY LLC,09-06-2025
1821091059,WAYNESBORO HOSPITAL,09-06-2025
1467455691,"LIFE EMERGENCY MEDICAL SERVICE, INC.",09-06-2025
1811990047,NBN INFUSIONS INC,09-06-2025
1639172869,CUMBERLAND COUNTY HOSPITAL SYSTEM INC,09-06-2025
1265435499,HOSPICE OF NORTHWEST OHIO,09-06-2025
1619970845,"BIOSCRIP PHARMACY SERVICES, INC",09-06-2025
1982607115,CUMBERLAND COUNTY HOSPITAL SYSTEM INC,09-06-2025
1518960749,"WEST SHORE ADVANCED LIFE SUPPORT SERVICES, INC.",09-06-2025
1780687913,COMMUNITY NURSING SERVICES OF NORTH EAST,09-06-2025
